text,class
මේකේ දෙවනි කොටස දානවද,neutral
Meke 2eka Damme ndda,neutral
Dewani kotasa ikmanta dannako,neutral
Dekma dankn hitiye blnna mn 🤭,positive
කතාව අමතක වෙන්න කලින් දෙවනි කොටස දාපල්ලා,negative
Matrix eke 2 ni ekath dannako❤,neutral
Bro Inside Cinema eka oyge neweda....eke wenas adee.set wenne na 😢,negative
මාත් එහෙම තමා,neutral
දෙවෙනි කොටස දාලාද,neutral
"⭕️Updated; ඔන්න දැම්මා🎥🔥
මෙන්න ලින්ක් එක👉🏻 https://youtu.be/G4dTW-wtT1I",neutral
ඔව් මටත් ඕකම හිතුනා 🥲👍,positive
Ane hetama hari ada rata hari danna🥲,neutral
Hetama anith ekath denno...🥰❤️,neutral
Hetama one😌😌😊,neutral
මේ මාත් ඉන්නෝ මග බලාගෙන.......,neutral
Hetama one,neutral
Ko nane,neutral
Ko anith kotas,neutral
පළවෙනි කමෙන්ට් එක දැම්මේ මමයි මචන්😂,neutral
@JayathuNiduwara-sd8gnඒකනේ බන් නොටිෆි ආව ගමන් බැලුවා ලයික් 60 යි කමෙන්ට් නෑ පොඩි මිස් ප්ලේස් එකක් උනේ සික්නල් අව්ලක් ඉතින් ගහන්න හදනෝනේ ඉතින් 😓🤧❤️‍🩹,neutral
ඔව් අනිවාරෙන්ම ඕනෙ අයියේ වැඩත් එක්ක මේක බලන්න දවස් දෙකක් ගියා 🥲❤,neutral
ඉතුරු කොටස් 4 ත් ඉක්මනට ඕනි..... 🥺🥺♥️,neutral
අනිවාර්යෙන් ඕනි තව කොරියන් එකක් අරන් එන්න මවුන්ස් වගේම එකක් බන්,neutral
දෙවනි ඒකත් ඕනි අයියා😊❤,neutral
ඕනේ දෙවනි කොටසත් දෙකම එකට බලන්නම් ❤,neutral
දැකපු ගමන් බලන්න ආපු අය කෝ❤,positive
ඉතුරු ටික හෙටම ඕන 🤟,neutral
ඉතිරි කොටස් හතර හෙට ඕන ❤️,neutral
අනේ කෝ අප්පා ඉතුරු කොටස.දවස් දෙක තුනක්ම බලන් හිටිය දානකල්🥺.අනේ ඉක්මනට දාන්න්කෝ.ඔයාලගේ ෆිල්ම් නම් ඇබ්බැහියක් අප්පා😍,positive
දැක්ක ගමන් ආවා රොෂාන් අයියා 🥰 thank you,positive
දපු ගමන් බැලුවා . ඉතුරු කොටස් ඔනා ඉක්මනි ❤❤🎉,neutral
2 වෙනි කොටසත් ඉක්මනින් ඕන.❤️,neutral
සුපිරි යක්❤❤❤❤🎉🎉🎉🎉,positive
දාපු ගමන් ආපු අය කෝ 🎉❤😊,positive
Notifi dkkm dnen sthutaa...❤❤,positive
මරූ තව ඕනේ ❤️🎉,positive
අදත් සුපිරියක් තමා,positive
සුපිරි ❤❤❤❤,positive
කියන්නත් දෙයක්ද part 2 ඕනෙමයි😊❤,neutral
Aththatama supiri  🎉🎉🎉,positive
Ow😊,positive
ඔව් බං...ඇබ්බැහි කරල බලන් ඉන්න තියන්න එපා හලොව්...වේදනාවක්නෙ,negative
First comment bro 😁,positive
"Film nam inside cinemax ,inside cinemax nam film thamai ❤❤❤",positive
මරු❤,positive
දැක්ක ගමන් සනිකව ආව බලන්ඩ 😍,positive
දෙවැනි එකත් ඕනේ...❤️,neutral
කොටස් දෙකම දැම්මම බලනවා..අනිවාරෙන් ඕන,neutral
"Ayye squid game  katha malava genna puluvanda 🙏
Ada ekath supiri 👍",positive
Kohenda දෙයියනේ  me film hoya ganne ❤       supiri 🎉,positive
Ithuru kotas 4th danmama balanwa video dekama eka digatama balanwa 😊❤️,neutral
දෙවෙනි කොටසත් ඉක්මනට දාන්න අපි බලන් ඉන්නවා❤,neutral
ඊළඟ කොටස ඉක්මනට😢😢,negative
ඔන්න බලන්න ආව ඒකත් සුපිරියක් වෙයි 😊🎉,positive
ගැම්මක්,positive
සුපිරියක් තමා වෙනදා වගේම ❤️🐬👀.....,positive
Supiri ❤❤❤❤ inside cinemax,positive
2 වෙනි කොටස ඔනා ❤️❤️,neutral
ඊලග එකත් ඕනේ ❤❤..,neutral
දෙවැනි කොටස දානකම් පලවෙනි කොටස් ටික බලන්නේ නැති මම 😢 ( කුතුහලයෙන් ඉන්න බැරි නිසා බලන්නේ නැත්තේ 🙃),neutral
ලයික් ඕන උන් ඉන්නවනං කියපන්.ලයික් එකක් දාන්නං🤣💔,positive
ඊලග එකත් ඕනී ❤️❤️,neutral
Home cinema kiyl channel ekk ati eke okkoma tynw season 3 ekth tyei,neutral
😂😂😂😂❤❤❤,positive
ඉන්සයිඩ් නම් පිස්සුවක් ❤❤❤❤❤,positive
හැමදාම මන් අනිවාර්යයෙන් බලනවා 🥹❤,positive
ආපු ගමන් ම බැලුවා❤😊,positive
හැමදාමත් වගේම සුපිරියක්❤❤,positive
Supiri ayye ❤🎉,positive
Superb bro ❤❤❤,positive
අනිත් කොටසයි කලින් සීරීස් එකෙ එකයිත් ඔනි අයියෙ ❤️,neutral
Oyalge review oyala hoda pahdiliwa krnwa ❤❤eth mn hmdama dkpu deyk thma oyla vedio eka hadaddi ekata athywashyama roopa ramu danne na .ex: me review ekedi oyla kynwne party ekedi statu eka ethana thbba passe eka ethna thbbe na kiyla.thwa ara lmya adla thynwa kwwa le wilak mada watila inna eka.ewa ehma vedio eke dala na.athywashyama ewa.eka wthry oylge adpu paduwkt dkinne.good luck ❤,negative
Part 2 Ekmanata onee❤❤,neutral
Hetama onaaaa deveni kotasa ❤❤❤🙂👍,neutral
නෝට් එකක් ලියන ගම්න් අහම්බෙන් දැකල ප්ලේ කරපු සෝන්ග් ලිස්ට් එකක්... කරන වැඩෙත් පැත්තකින් තියල හෙඩ්සෙට් එක ගහගෙන ඇහුව මනෝපාර කලෙක්ශන් සෙට් එකම.... තව ලස්සන කලෙක්ශන් ගේන්න,positive
"1 )හිනාවෙන්න බැරි තරමට
හඬා ගන්න බැරි තරමට
හිනාවෙන්න බැරි තරමට
හඬා ගන්න බැරි තරමට
නුඹේ නමින්
මගේ හිතේ
තැනු මාලිගා
තැනු මාලිගා...

කතා කියන තරු දෑසට
ලියා දෙන්න මදි අහසම
කතා කියන තරු දෑසට
ලියා දෙන්න මදි අහසම
නුඹේ නමින්
මගේ හදේ
මැවෙන ගීතිකා
මැවෙන ගීතිකා...

දෙතොල නම් ගොළුයි
මුව කමල මල් සමයි
හිතට නෙතට
සුවඳ ගෙන ගියා
නුඹ රහසින් ඇවිත්
මගේ ලොවම හීනයක් කළා...

අහස නම් දුරයි
සඳ නේන වග සැබැයි
සඳට රැයට තරු වලට හොරා
නුඹ නොකියා ගිහින්
මගේ පාලු දෙනෙත බොඳ කළා...

හිනාවෙන්න බැරි තරමට
හඬා ගන්න බැරි තරමට
කතා කියන තරු දෑසට
ලියා දෙන්න මදි අහසම
නුඹේ නමින්
මගේ හිතේ
තැනු මාලිගා
මැවෙන ගීතිකා...",neutral
ඇත්තටම ඉස්සර school ගියපු කාලෙට අරන් ගියා ආයෙ මේ සින්දු ඉස්සර නිතරම ඇහුව ❤❤❤😊,positive
පට්ට ආ.මේවගෙ මේ කාලෙ සින්දු තව ටිකක් ඔනෙ,positive
හිනාවෙන්න බැරි තරමට type සින්දු සෙට් එකක් තිබ්බනම් 🥺❤️ ආයෙ ආය්‍ර් අහනව මේ collection එක පට්ට,positive
මගේ ලමා කාලයට ආයේ මාව අරන් ගියා ඒ තැන් වල මාත් ඉන්නවා වගේ හැගීමක් ආවා මාරම නිදහසක් දැනුනේ nice collection brow ❤️😘,positive
"අහම්බෙන් දැක්කෙ මේක.. ❤️
වැඩ කරන්න ගමන් අහන්නෙ....😊❤️",positive
"Wow 🩵

කතා කියන තරු දෑසට
ලියාදෙන්න මදි අහසම 🥰💖",positive
"ගොඩාක් අයගේ ආදර කතාවලට අතරමැදියෝ පැනාඅ විනාශ කරනා හදනවා.....ඒත් අදරේ කරන දෙන්නගේ විශ්වාසය ඒ දෙන්නගේ ආදරේ ජීවත් කරවයි....හමදාම..
                                          නෙතූ",neutral
"කියාගන්න බැරි තරමට ආදරේ කලා
සිතා ගන්න බැරි තරමට සිතින් ලං වුනා 
දරා ගන්න බැරි තරමට 
දුකක් දී ඔයා 
මගේ හිතත් අරන් ඔයා 
සැගවිලා ගියා❤❤",negative
"සිතට හොරා මන්,හිත රිදුන හැමදාම වගේ එ දවස් වල hit ඒව දාල එකක් ඔනෙ❤🙂",positive
Lassana athithekata edila giya... es arinna hithennema nethi tharamata mn mge athitheta gihin jiwath una...❤.... hinawenna  beri tharamata sinduwa eheddith hirigadu pipunaaaa.... ethanin ehata thibba sindu okkoma mage athithe mata ayeth mathak kra❤❤❤❤❤ thank you ❤,positive
මාරයි...ලස්සනයි අප්පා......❤❤❤❤❤❤❤මං නං ගියා එ කාලේට A/l  karana.ol karana kale,positive
💚🌹🌹🌹 🤗🤗🤗 ගොඩාක් ලස්සනයි නියමයි  💚🌹,positive
වශී උනේ මම රුවට ඔබේ ඒ බැන්ද සෙනේ සංසාරේ  ප්‍රියේ එකම දෙයයි ඉල්ලන්නේ ප්‍රියේ පිලිගන්න එපා අන්ළදක සෙනේ.....❤😍,positive
lassanai godaaaaaaaaaaak thani una hema welekama ehuwa thanks thawa songs danna ❤️😘,positive
අඩ්ඩේ නෝට් එකක් ලියන ගමන් තමයි මාත් මේ අහන්නෙ..මරු..තව මේ වගේ පරණ ලස්සන සිංදු ටිකක් අරන් එන්ඩෝ😍,positive
කියල වැඩක් නෑ... මාරම ලස්සනයී.... cover songs ahanna mm mara asaii... මේ සිංදු ටික එකකිනවත් ඇහුවෙ නෑ... අහපු එකකින්වත්... හරිම ආසාවෙන් ඇහුවා... ❤️🖤💛😍,positive
ලස්සනයි ගොඩාක්.. tnx...  ❤❤❤❤🥰,positive
Nodaneema atheetheta yanava asama song collection set ekk  keep it up all the best,positive
Thank you ❤️,positive
Math,neutral
Maru habya,positive
අඩෙ මමත්🤣❤️ ඔටො ප්ලේ වෙන්නම දාල ඉන්මෙ,positive
මරු හැබැයි 😅,positive
Patta Songs tika❤❤❤❤❤,positive
Hi❤,neutral
Hi,neutral
🎉,positive
මන් මේ උදේ train එකේ යන ගමන්.. සුපිරියක් උනා..❤️❤️❤️❤️,positive
අන්න බලන්නකො🎉,positive
P,neutral
​,neutral
​P,neutral
Matha,neutral
යසයි....,positive
Wa,neutral
😊😊😊😊åååÅ😊,positive
😊😊😊😊😊😊ääå,positive
දැන් මෙහෙම කමෙන්ට් එකක් දැම්මා කියලවත් මතක නැතුව ඇති,neutral
00.03am කැම්පස් සෙට් එකත් අහන ගමන්,neutral
👋👋👋👋✊✊✊✊✊✊,neutral
❤🎉🎉❤🎉❤🎉❤,positive
😇😘,positive
අනුත්තරා.....,neutral
😖,negative
ඒ කාලේ අඬ අඬා අහපු කතාවක්,negative
"අපෙන් මගහැරුණු ලස්සන සිංදු තියෙනවා නම්, හලා ගෙන යමු 🙂❤️",neutral
"Han kithi kawana
Sithin yana aya athin alla
පුර පෝය හඳට
Thawa eka sarayak
Nethu saluna
Boho kalak
Ma adare mulu lowatath wada
Kadu para atha ain  - sanka 
Werala konaka hida - sanka 
අප හමු වීම වෙන් වීම
Kiri weherata mal neluwata
Kawiyakata pada soyana
Hina wenna bari tharamata
Apa hamu weema wen weema do 
Man ahannenam na raththarane - sirasa tv eke kiwa
liyu kawi pada
Issara badi pema
Dasama riddana 
kawiyakata pada soyana  ❤️✌️",neutral
 @infinityMusicLive  👽💗,neutral
Mmm mata uneth ehemai mawa wishwasa nah eyata,negative
Wena aya kiyana dewal ahala,negative
Exams kohomada😂,neutral
I The,neutral
ඒඒ @pando6023  zzzzසෙසේඑසෙ,neutral
 @pando6023  loin i,neutral
හිත නිවුනා මාර විදියට වෙනම ලෝකෙකට ගියා ව්ගේ ❤️✌️,positive
🙋🙋🙋❤️,positive
මමත් පාට්ට  අාස සිංදු සොට් එකාක් මේ එල එල❤❤ මුලින්ම අැහුවේ මට  වයස 12හිදි මේ සිංදු සොට් එකාත් එක්ක මට එ් කලේ මාතක් උනා ගැම්මාක් තාමා👌👌,positive
Exam එකත් එක්ක තිබුන පීඩනය ටික වෙලාවකට හරි නැතිඋනා මේ සෝග්න්ස් ටික ඇහුවට පස්සේ ❤,positive
"Supper oya nm mareta hithata wadennama songs tika thorala arn supiri waddek 👍👍💆
Coungratulations  🎼🎼🎼🎊️🎊️🎊️",positive
ඔය නෙතු හැඩවූ තරම් සොන්ග් එකත් දාල දෙන්නකො පහරක් මචෝ❤,neutral
දුකින් ඉන්න වෙලාවට අහන්න මරු මරම ලස්සනයි අයියා  සුපිරි ❤❤❤❤❤❤❤❤❤😍😍😍😍😍😍😍😛😛😛😛,positive
තව 2000 හිට් සෙට් එකක් ඔනේ මචී,neutral
මාරම ලස්සනයි collection එක 😍😍,positive
"පොඩි කාලේ කටපාඩම් වෙලා තිබ්බ සිංදු සෙට් එකක්  😍
අතීතය ට ගියා ❤️🤘",positive
කියන්න වචන නෑ අයියෙ excellent ❤,positive
ලස්සන සිංදු ටිකක් .........❤🌸,positive
අහම්බෙන් සෙට්උනේ. අතීතේ හිරවෙලා පැයක් විතර ගිහින් දන්නෙවත් නෑ. ❤ සුපිරිම ටිකක්. 🎉,positive
Ela ela maru oi.,positive
ෆට්ට මනෝපාර..අයියේ❤️🔥💪,positive
❤❤❤❤Asama karana lassana song tikak......ayeth giya e loketa....tanks...❤❤,positive
"ඔබ හින්දා බෑ මට මේ තරම්...
ඉවසන්න කල්පනා...🎧♥️🙈",negative
O/Ls A/Ls walata giya ayeth. E kale adareth harima lassanai. thanks machan for this nostalgia!,positive
එ් කාලේට අායිත් යාන්න තියේනවානාන් 😔😔,negative
ලස්සන හදලා තියෙනවා ඒක පාරක් නෙවෙයි සිය පාරක් අැහුවත් ඒපා වෙන්නෙ නියමය්,positive
Thawa paharak lagadima one..😎🤩,neutral
Bro ❤️ keep it up 😘😍,positive
2008 o/l karaddi rata thaniya mahansiya  niwa gnna ahapu patta sindu set eka,positive
🤭🤭🤗,positive
දෙන්නම් මචෝ ❤️,positive
Owne.... Thawa thibbanam shok...🤩,positive
අ,neutral
 @manomusiclk  ල්ල්ල්ල්ල්ල්ල්ල්ල්ල්ල්,neutral
o/l result monawada 😁,neutral
මොකද කරන්නේ කියලා ඇහුවාම මැරිලා වගේ ලක්ෂණ වලින් යුක්ත වන මම කියන්නමි වන මම කියන්නමි ඒ සඳහා අවශ්‍ය වන්නේ නෑ අවමකියන්නම් සහ පාවිච්චි,neutral
සුපිරි හොදේ තව සුපිරියක් ඕන හොදේ,positive
සුපිරියක් තමා කරගෙනයමු🖤👍💪,positive
Wooowww superb 😍 Keep it up & want more 🤗💓,positive
මාරම ලස්සනයි..සුපිරි..❤️❤️,positive
"Thanks for watching guys!

PS: I write weekly newsletter to help you master System Design Interviews. Consider subscribing it here: https://blog.algomaster.io/",neutral
Congratulations bhai ❤❤❤❤❤🎉🎉🎉🎉🎉🎉,positive
"the experts are the ones who can explain harder stuffs easily, not showing off that they know something hard in difficult wordings to someone who are willing to learn. So I salute him! It is very structured and easily understandable",positive
"I must say this is most basic and simple explanation ever, I've seen on System Design on YouTube!",positive
"In just 20 minutes, you explained the entire system design concepts in such an easy way. 
and the way you switch from one concept to another is amazing!

Your teaching style is incredibly effective and engaging. Hats off to you! Thank you so much!",positive
"In 20 mins it feels like i learned the whole basics which cloud have taken hours , Thanks and Keep making videos like this.",positive
That is the most concise content about system design I have seen; you brilliantly summarize in 20 minutes a content that would take a thousand or more pages in a book. Congratulations!,positive
"This video solves the problem, outlining the necessary components in a well-working system. This helps you understand the entire ""machine,"" not just a component and its settings. This video is worth at least 100 views. I watch this before every test prep session to get my mind in the right place.",positive
"Bro, you are so good. I have been searching YouTube for system design tutorials,  but none of them are clearly and concisely explained. In just 20 minutes with this video, I have gathered a lot of knowledge on system design. Thank you so much, bro",positive
"Here's the timestamps you were looking for...",neutral
"When you ultimately discover the ideal answer to all your questions. Thanks for sharing your 8years of knowledge. Better than a paid course.",positive
"I’m going to pass this along to our product team—your clear explanation makes it easy for anyone to understand why we do things the way we do. Thank you!",positive
"i have been saying this for a while now... videos like yours help prove that point with even more certainty.. beautifully explained.. wonderfully done. thanks.",positive
"a devops engieer here. I was looking for quick info about some topics and found this video. This made things so simple for me. Thanks a lot.",positive
"Your videos have informed me so much about a lot of things that I've struggled to learn over the past years. Thank you for making these videos, love the topics you cover and how you break everything down.",positive
"Best 20 minutes. Best explanation of each concept with its need and drawbacks. Clear and easy explanation. Thanks 👍👍",positive
"Great video! Have an Oracle Senior MTS interview tomorrow (Seattle, Washington) and I'm revising the System Design!! I'm from Cornell University",positive
"Thank you. I had to learn all these 30 concepts the hard way... You've made the concepts flow really well... Thank you again. Thumbs up of course.",positive
"Brother, this is one of the powerful videos I have watched in a long time. You covered System Design like a Story; it's comandable.",positive
"Your style of teaching is smooth. You connect the concepts very smoothly. Thanks for the explanation",positive
"I am looking for a complete system design course.",neutral
"Do you want a thumbnail designer if yes than do connect. Because i believe that i contribute a lot in growth of your channel",neutral
"Very usefull, Keep posting Good contents.",positive
"Simple and superb explanation brother.🎉🎉🎉",positive
"can I know what have you used for making such animations for presentations, please reply! I really appreciate your work",neutral
"Man you explained my 3 year degree in 20 mins",positive
"I could say the same. I was not prepared for what I just finished watching, and was not bored one second...",positive
"@JerryAgenyi  I agree with you, infact was just wandering over YouTube to have a kickstart in this domain. So randomly this video came on my feed and just got clarified about system design.",positive
"never seen a video like this",positive
"Thanks a lot",positive
"Thnka man",positive
"Thanks😊",positive
"I know most of these hm. I should ask for a raise!,0@kebman 😅😅",positive
"Excellent explanation 😊",positive
"Excellent",positive
"Quick Revision for fundamental system design concepts...",neutral
"I can't remember the last time I actually commented on a video, but I had to in this case. Great explanations with visualizations that really tie together the concepts beautifully.",positive
"Amazing summary. Small note: latency is only the time your request needd to reach the server, response time is the total for the response to get back to you.",neutral
"Woah! Just came back to web development after a long hiatus and this came at the perfect time! Thank you brother you are a hero! Bless you from PH 🇵🇭",positive
"Great primer for product manages who work with engineering team and need to understand basic system design concepts! Thanks for such a great resource!",positive
"Thank you for this video! I'm a beginner to system design and this video covered all the basic concepts very well.",positive
"You nailed this! Excellent video. Very easy to digest. Great work!",positive
"This is exactly what everyone is looking for and absolutely top notch explanation and i have never seen someone explain about sd concepts so simply& clearly!!!!",positive
"One of the best videos out there about system design, the way you transitioned to next topic is to be studied. It's like a story and connecting the dots!",positive
"This is seriously amazing content in under 20 minutes. Amazing work!",positive
"You've used the evolution of systems from zero to sophisticated cloud native application to explain all the concepts of system design almost like a story or journey, very nice explanation Ashish, thank you for the video",positive
"The sequence in which you described the topics was seamless and very good.❤",positive
"You explained my 10 year SE experience in 20 mins !! Great video.",positive
"you deserve a delivery award for this video. truly the best explanation i've seen. thank you for sharing your talents!!",positive
"This is really good work.  I really appreciate the clear, but simple explanations to what is actually a difficult topic.",positive
"This was sublime! Your explanation and breakdown into bite-sized chunks make these concepts easy-peasy. Love how you make learning so effortless and enjoyable—keep the awesome content coming!",positive
"The entire 20 mins kept me interested. A quick revision and great video indeed.",positive
"Thank you, Ashish. I am in Cybersecurity, but I find this very helpful in having a deeper understanding of system designs.",positive
"Wow, I learned more in 20 minutes than most of my computer science courses. Thank you!",positive
"Thanks to Youtube for recommending me this. I have learnt so much in just 20 mins. Thanks a lot Ashish!",positive
"I really like how you explaining each topic and go deeper on it. Very much beginner friendly. Wish I saw this video when learning about system design.",positive
"The best 20 minutes of my life learning this. thank you keeping it to the point :)",positive
"20 minutes felt like 20 seconds. Dot's connected. The previous states the problem and the second is the solution. What an art of story telling!! Thanks.",positive
"One of the best videos I've seen explaining these topics altogether.",positive
"What a great video lesson. Thank god I found this before heading onto learn LLD and HLD. Thank you so much for putting it out so efficiently. I wish you tons of growth.",positive
"Amazing the story telling of system architecture in 20 minutes. I had never before seen a concentration of information and knowledge on the subject in such a short time.",positive
"You have successfully make me stay focused in studying smart and further boss. Thanks for igniting this new focus in me, this is a very basic for some people but for me it's a full simple beginning.",positive
"INCREDIBLE summary of systems design. Wow. Watching this 2 hours before my technical interview as a refresher. So helpful. Thank you brother 👏.",positive
"The best video that I came across to learn about these different terms and how they are inter connected.  This gave me a crystal clear picture.  Amazing, love it.",positive
"such a clean delivery of concepts. sleek mate. motivated.",positive
"You connected all of them so well. Thank you for this.",positive
"The concepts are presented so clearly! Each one flows seamlessly into the next, and I really appreciate the simplicity in the explanations. Those 20 minutes were definitely well spent. Thank you so much for the effort!",positive
"Index is B Tree plus data-structure where index key is stored mapping to ROWID... Nice revisit guide before interview. Thanks for putting it in.",neutral
"Amazing !!!! One of the best video I watched ever. In a single video you have covered a end to end from monolithic and microservices. Thanks",positive
"Good job, man! The flow/connection between the simply but precisely presented topics really helps to understand all these concepts individually and also how they are related and work together! Again, a job well done!",positive
"✅ This is what we call a top quality content",positive
"This was super helpful for my interview prep! Thank you so much for making the video and explaining the concepts so nicely.",positive
"Really great summary of the fundamental system design components, and their tradeoffs. Perfect pace!",positive
"Awesome stuff! You nailed the system design basics in just 20 minutes—I haven’t seen a video like this anywhere on the internet.",positive
"Apart from the last one, I know all these concepts. Thank you for simplifying them.",positive
"This is amazing; the way you explain complex topics in easy to understand ways. Thank you!",positive
"Amazed watching it ,  all your efforts paying us . Thanking is not enough to express my obsession on your explanation",positive
"This channel deserve a millions of subscribers.:medal-yellow-first-red:",positive
"Loved it. Best tutorial on YouTube on system design - kudos!",positive
"Wonderful video where each concepts were properly organized to make sure the continuity is intact. Appreciate your work!",positive
"Really helpful video! You made a narrative that allowed the concepts to link together so smoothly - bravo!",positive
"How smoothly you switched from one concept to other, mind blowing",positive
"Everything is on Point!. This is the best video I have seen so far on system design. Each and every diagram, explanations was on point!. Appreciate your work! Keep it up!!",positive
"Great SDI reference that every candidate needs to watch prior to the interview day 💯 !",positive
"I know all the concepts earlier, but I have to say you have started from a simple client/server architecture to distributed systems... for experienced its a refresher, loved the way you have crafted a story and explained in a much simpler way",positive
"One of the best and holistic video which I have seen on System Design. It felt like a crash course. You made these 20 minutes very precious for us. Thanks for the amazing work. 👏👏👏 Will be checking your newsletter soon.",positive
"Thanks for the excellent video - Very well explained the topics in a simple and easy to understand way.",positive
"This is really great video for beginners to understand how everything work at one place and I love the way you connected things one after another.",positive
"Thank you, sir! This video explained in 20 minutes everything that I've been working with for 5 years :)",positive
"One video and this much details briefly !! amazing",positive
"Wow! This was greatly explained. Super concise, clear and effective. Thanks for this video",positive
"Great video! Straight to the point and no nonsense. This is how tech should be explained.",positive
"Subscribed to your channel immediately! This video is so rich in information and easy to understand. Thank you for sharing",positive
"One of the best video on high level system design concepts that I have come across. Brilliant job and loved your style of explaining. You got a new subscriber... waiting to learn more from you.",positive
"Best thing I've watched in a long time! Thank you!",positive
"Well, I rarely subscribe to anyone, but I’m subscribing to you for this video. It cleared up a lot of confusion I had in my mind. THANKS MAN!",positive
"Thank you, Ashish. This is a clear and concise explanation of all the necessary topics.",positive
"Excellent. Thanks for putting all the System Design concepts concisely in one place/video.",positive
"This video is going to blast youtube by being the simplest but rich explanation of system design.",positive
"චමාට රයිස් එකක් හදලා දෙන්නද 😜🥵සැරට",positive
"Nice :face-blue-smiling:❤",positive
"වැරදිලා හරි එක chicken කෑල්ලක් හරි හම්බෙන්න තිබ්බේ. එහෙනම් Figaro එක ඉවරයි... 😅",negative
"ඩයට් 0.001 ක් කරලා කෑම 100% කන අපේ වැඩ්ඩා 😂❤❤ love you❤",positive
"Customer choice කොත්තු දාන තැනක් බලල චමා කැමතිම විදියට  dreamy  කොත්තුවක් දාන් ඇවිත් වීඩියෝ එකක් කරමු🎉❤",positive
"Adooo chamaaaa ❤❤❤❤ Adarei oiiii. E mama bng mathaka nadda. Mage nama amathaka una Ehnam 🥴",positive
"යකා මචන් කාල උණුවතුර එකක් බීපම් මචන්. ආදරෙයි බොක්කහ් ඒකයි කියන්නෙ. අදත් කෑම එක කොහෙන් ගියාද නැ උඹේ විඩියෝ එක බලන් කෑවෙ😂😅",positive
"මම ඔච්චර කෑවොත් මට හුස්ම ගන්ඩ බැරුව මැරෙනව ශුවර්😂😂😂",neutral
"කිබුලෙක් කීරී මැටි ගිලිනවා වගේ😂",neutral
"Chama ayiyye chops eken kalekin kaave nhh puluvnnm try krmu aiiyee❤❤❤❤❤❤",neutral
"ඕකෙන් බුලත්විටක් ගත්තා බුලත් නෑ පුවක් නෑ දුංකොළ නෑ හුනු නෑ ඔතපු කොලේ විතරයි 😔",negative
"පාතාලේ මොකා මරාගත්තත් චමාගේ කොත්තුවට මරාගන්න පුලුවන් පතාලේ එකෙක් නැ… මොකද කොත්තු බාස් බයයි මු එද්දි…😓",positive
"Mekata lik 100k dennako😊",positive
"යකෝ මුං අපිට දෙන් නෑ නේ single potion කොත්තුව ඔච්චර ලොකුවට.. හැබැයි කෑමනම් මරු",negative
"අනේ චමා ඔයා පස්යාල හන්දියේ තියෙන කීර්ති රෙස්ටුඩන්ට් එකේ කොත්තුව try කරන්නකෝ",neutral
"12:00 අපේ පැත්තේ Rs.1500 කොත්තුවට එළුමස් දාන්නේ",neutral
"මම දැම්මෙව් ෆිගාරෝ එකෙ කොමෙන්ට් එක❤ 😍 කිරිබත්ගොඩ බෝඩරේ©️ අපි",positive
"චමා කෑම් එක දෙපැත්ත පෙරලනව ඇඟිල්ලෙන් අනිනව නම් ඒකෙ තේරුම දැං කෑවා ඇති කියන එක 😂",neutral
"අපිටත් 2K යන්න උදව්වක් කරන්නකෝ 🥺🥺",neutral
"Pelmadulla hello machan aken try karannako chamo❤❤ake rice akata chops kale😂😂",neutral
"බොස් ඔන්න Figaro cheese kottu ගෙනාවා 🥰",positive
"ෆිගාරෝ කෑම හොදයී🎉❤",positive
"මන් 1000 sub ඉදන් ඉන්නෝ ඒ කලේ මන් හිතුවේ මේවා ලංකාවට හරියන එකක් නැ කියලා එත් චමා නිසා මේක ප්‍රසිද්ද උනා 😋",positive
"Rich papa try krnna location blangoda",neutral
"samanniya minissu 4kata athi eka chama ekavara kava Gammak aiya 😂",positive
"ඉබ්බාගමුව රස්ත  එක try karala balanna kurunagala paththe awa dawasaka",neutral
"චිකන් නැති චීස් කොත්තු😂😂,ලාබයිනේ චිකන් නොදා දුන්නම ඒකයි😂😂",negative
"Ammo chamage diet plan eka 😂❤",positive
"මු සේරම ගිල ගිල වැරදි කියනවා 😂",neutral
"සුපිරි සුපිරි",positive
"Eka supiriyak chamoooo😂😂😂😂❤❤❤❤",positive
"ඩොමිනෝස් එකේ චීස් ලාවා පිසා එක ට්‍රයි කරන්න",neutral
"ඕයි ඕයි මෙව්වනෙ බං ඩයට් 😂👍💗",positive
"Den mata kiyapalla oya figaro koheda thiyenne kiyala",neutral
"Sun food Restaurant eketh cheese kottu review karannaa chamaaa..❤❤",neutral
"Ado uba jaela koheda bn chamo mamath jaela 😊",neutral
"Cheese kottuwakni aran thiyenne..ithin kohenda chicken 😅😅😅😅",negative
"සුපිරි ❤😊",positive
"සුපිරියක් චමා.",positive
"ගැම්මක්❤❤🤤😋",positive
"""Chicken දාල නැති Cheese කොත්තුව වගේ"" 😅",negative
"Nilpanagoda Milan roo eke rice eka try karala balanna asa hithey😊",neutral
"අනෙ මරු අයියේ❤",positive
"Cheese kottu walata danne Kotmale Kiri. Andenawa kiri kottu kaala.",negative
"Noice💖✌️",positive
"First comment 🎉❤🙈",positive
"Try Almas Family Restaurant Chicken Briyani and Matton Briyani",neutral
"Supiriyak boz❤",positive
"First. Love ya sudda",positive
"Sun food ekke cheese koththu wa ka nna please 😊cahama anee",neutral
"Maru",positive
"piti guli like kiri mati😁😁 any way super👌...",negative
"Palamadulla chekan kothuwaka rasa balana vedo akak oni chamao❤❤",neutral
