text,label
කවදහරි මේ චැනල් එකත් සබ්ස්ක්රයිබ් ලක්ෂයක් ගහයි ඒ චැනල් එකේ මම පලවෙනි දෙනාගෙ ඇතුලෙ ඉන්නව කියල මතක් වෙද්දි සතුටුයි red_heart party_popper partying_face,2
ඔයාලා දැන් මිනිස්සුන්ගේ ජීවිත එක්ක සෙල්ලම් කරනවා,0
මෙහෙම තවත් අය කීප පොලක් ඉන්නවා,1
අවජාතක පොලිසිය,0
thank you bappy,2
ඉතාම කාලෝචිතයි සර් red_heart,2
අනේ හුකාපන්,0
ලංකාවෙ හෝර්න් ගහන්නැතුව එළවන්න බෑ කියන එක මිත්යාවක්මම දැන් මාසෙක ඉඳන් හෝර්න් නොගහා එළවලා තියනවාthank you horn විතරයි මම මේ ටිකේම ගහලා තියෙන්නෙ,1
folded_hands folded_hands,2
simple and superb explanation brother party_popper party_popper party_popper,2
ඕ red_heart,2
channel eka subscribe kara oyalata support eka denawa hamadama,2
අඩෝ blockva අදුරගන්නත් බැරි උනා ඩයල් එක handsome වෙලා face_with_tears_of_joy red_heart,2
first red_heart,2
meka download karaganna puluwan direct link ekak dennako please,1
thank you so much red_heart cherry_blossom,2
උයනවා කියන්නේ නිකම්ම දෙයක් නෙවේ මං මේක දැක්කෙ අද ඒත් මාර ලස්සන වැඩක් ඔයාලට ජය වේවා මං දකින්නේ උයනවා කියන්නේ කලාවක් red_heart මොකද මං කැමතිත් කවදහරි දවසක සූපවේදියෙක් වෙන්න,2
daham aiya supiri face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy red_heart,2
i have a request can you review the new samsung phone,1
ade pw bn eki bn,0
ඒකනේ පට්ටම හැන්ඩි වෙලා,2
ආදරෙයි අයියේ red_heart red_heart red_heart,2
lit love it hundred_points,2
දන්නෙම නැතුව තව ටික කාලෙකින් m ගහන කපටි කොටා red_heart red_heart red_heart,2
me comment eka me video ekt adala nathi unath danna hithuna oyalage kalin volgs tikth balala thino e okkogema oyl yaluwo kattiya gaanu lamai pawa hari ekamuthui vlog ekt lassant support krnw e wagem hri athal grinning_face_with_sweat ekai vlogs blnn hithenne ithin digtm me vidiyt weda tika kara gnn okkomla good luck red_heart,2
සුපිරි,2
back to the video video_camera,1
තමන් ගැන විතරක් නොවෙයි මුළු ජනතාවක් ගැන හිතලා නාගොඩ රෝහලේ අසාධාරණකම් හෙලිකළ ඔබතුමියට දෙවියන්ගේ පිහිට ලැබේවායි පතනවා,2
තිවංකයට චූටි මැණිකෙ set කරොත් කතාව බලන එක නවත්තනවා චීත්තයා ගමෙම කෙල්ලන්ගෙන් ගුටි කන්න ඕන ඒකයි මගේ පැතුම grinning_face_with_sweat grinning_face_with_sweat,0
wow i learned more in minutes than most of my computer science courses thank you,2
data iwara una witharai melo deyak na,0
me video eke thiyena information eka verify karapu ekakda,0
grinning_face_with_sweat,2
ඒ කතාව හරියටම හරිඅපි නිල ඇඳුමක් ඇන්දත් ඒ කතාවට හිස නමා ආචාර කරනවාඅද ඔබට නමි හෙට මට විය හැකියිමගේ කෙනෙකු විය හැකියි,2
නියමයි සර්ඔහොම කරන්න ඕනීනැත්නම් ඕකුන් හදනවා බොරුදැන් මේ සර් ලමයෙක්ට බැන්නා කෑ ගහුවා කියලා ඒකට මානව හිමිකම් යන්න උනුත් ඉදිවීඒ ගොබ්බ වැඩ නොකර ඔය් විදිහට හරි ලමයෙක්ට අවවාද කරලා හදනවානම් හදන්න ඕනඒක තමයි වෙන්න ඕන red_heart red_heart අපේ ගුරුවරු ඒ කාලේ ඔහොමයිදැන්නේ මේ ගුරුවරුන්ට ගහන්නේ folded_hands folded_hands folded_hands red_heart red_heart,2
පහර yako videos eka බලන්නත් කලින් කොම් දැම්මෙ,2
බොහොම ස්තුතිය බොහොම තුමාට thumbs_up,2
good job man the flowconnection between the simply but precisely presented topics really helps to understand all these concepts individually and also how they are related and work together again a job well done,2
dan educational channels walatath ads daala epa karala thiyenne,0
please add more in your replies please,1
ape salli walin thamai mun mehema sellam danne,0
hetama one relieved_face relieved_face smiling_face_with_smiling_eyes,1
great video straight to the point and no nonsense this is how tech should be explained,2
ගම කොහෙද කීවා මට දැං අමතකයි දකුණු පුරවරයේ ද,1
චූටි මැනිකේ තමා මුට සෙට් වෙන්නේ ok_hand,2
bv red_heart red_heart red_heart,2
great video keep going do explore the ecosystem of crewai openai or llama composio helicone its my personal favorite,2
අපි හිතන්නැති දේවල් කොච්චර වෙනවද face_with_open_mouth සුපිරි හොඳේ ෆිල්ම් එක thumbs_up red_heart,2
aiyoo salli iwara una gaman new video ekak danawa balala hitha hadaganna supiri chama malli,2
math face_with_tears_of_joy red_heart red_heart,2
පලමු කමෙන්ට් එක මගෙන් එකෙම්ම සුපිරියක් red_heart mending_heart,2
tharushi harima lassanayi,2
my baby steps progress as im busy day nov reached day nov reached day nov reached day dec reached day dec reached day dec reached of project implementation day dec reached day dec project text to speech done still debugging project day dec reached project text to image openai demo code implementation coming back after a week from now,1
tnx aaagodk wtin comment ekk black_heart,2
very impressive selection red_heart red_heart love from london party_popper party_popper,2
දෙවනි ඒකත් ඕනි අයියා smiling_face_with_smiling_eyes red_heart,1
meyala dan salli walata witharai content hadanne passion eka iwarai,0
hoda wadak eth lankawe minissunta meka thereida kiyana eka thama prashne,1
we have freedom to talk dont be afraid,2
elaඅදත් සුපිරීයක් red_heart red_heart red_heart,2
මිනිස්සු ධනය බලය ඉස්සරහ කොයිතරම් අත්මර්තකමි වෙනවද crying_face කතාව නියමයි රූ red_heart,2
උබලගේ beats තමයි මරු oncoming_fist fire,2
බොහොම ස්තුතියි,2
niyamai bro red_heart red_heart red_heart red_heart,2
favorite channel red_heart,2
අනිවාර්යයෙන් පොඩි කාලෙ ඉදන් තිබ්බ ආදර කතා වලට මෙහෙම හෙන ගහද්දි අපේ ආදර කතා වලට කවර කතාද pensive_face,0
party_popper party_popper party_popper party_popper party_popper party_popper,2
යකෝ මුං අපිට දෙන් නෑ නේ single potion කොත්තුව ඔච්චර ලොකුවට හැබැයි කෑමනම් මරු,0
මෙලොව සියලුම පිළිකා රෝගීන් වේදනාවකින් තොරව සුවපත් වේවා red_heart,2
ol karaddi rata thaniya mahansiya niwa gnna ahapu patta sindu set eka,2
ඔයාලා දැන් සල්ලි පස්සෙම දුවනවා වැඩියි,0
ප්රසන්නයාගෙ ඇක්ටින් නම් මරු,2
වෙනි like එක මගෙන් red_heart දෙන්නටම ආදරෙයි face_blowing_a_kiss,2
ow e kathawa hari,1
oya kiyana dewal walin minissunge prashna walata visadum na,0
ඔයාලා හොද ගමනක් ඇවිත් තියෙනවා මොකද විනාඩියට ලොකු සිනමැක්ස්සලා ගොඩායි red_heart,2
ucsc bit karana kenekuta se devops side eken high demanded expert kenek wena path eka kiyala dennako aiya,1
red_heart red_heart සතුට නං ශිෂ්යයාගේ අනන්යතාවය හැංඟීමයි ඒක ගොඩාක් වටිනවාඔහොම යන් සර් මම හම්බන්තොටින්,2
අද දවසම උබලගෙ පරන වීඩියෝ බල බල හිටියේ දැන් අලුත් එකක් දාලා red_heart,2
ado sira ඈ bath eka bedan awith video ekak blnna awa vitharai thibba red_heart,2
htto adarei htto duka paya bageta nathi una red_heart,2
ී madhavi ge kathawa wenaseth meh akki thama widawanwa daala giypu ektamadhawi badinwa ewunuth eh wage ewun neh madhwi th eh wage eh nisa galapenwa,0
ජරවක් ප්රොමෝට් කරනවා වගේද මේවා red_heart red_heart red_heart red_heart red_heart හදවතටම වදින්න යහපත් දෙයක් සමාජයට දුන්නා red_heart red_heart red_heart red_heart smiling_face_with_hearteyes,2
pasala guruwaruanta hodama adaresayak sare dalada samidu phietai red_heart red_heart red_heart red_heart,2
me video eka balala hithapu dewal okkoma anith paththata giya,0
ඔබගේ පැහඅදිලි කිරීම් හරිම වටිනවා thumbs_up thumbs_up thumbs_up heart_suit heart_suit,2
කොහෙද යකෝ ගෙවල් තියෙන්නෙ unamused_face red_heart,1
අදනම් අවසානය මුලින්ම පෙන්නුවෙ නැති නිසා කුතුහලයෙන් බැලුවා දිගටම ඔහොමම යමු ආදරෙයි red_heart good luck red_heart,2
am කැම්පස් සෙට් එකත් අහන ගමන්,1
ටික දෙනෙකුට කෑම හදනවා වගේ නෙවේ ගොඩ දෙනෙක්ට කෑම හදනවා කියන්නේ ඒක වෙනමම කලාවක් red_heart,2
books course overview briefcase career benefits open_book course content robot large language models chart_increasing vector databases bar_chart frameworks tools rocket deployment llm ops waving_hand instructor introduction books course structure thinking_face what is generative ai robot generative ai generates new data based on training samples bar_chart generative ai has various applications including image language audio models books generative models learn from large amounts of data thinking_face why are generative models required bar_chart understanding complex patterns from unstructured data memo content generation chart_increasing building powerful applications bar_chart the v diagram of artificial intelligence robot generative ai models can generate new data from unstructured input data bar_chart generative models are a subset of deep learning are trained on huge amounts of data books generative models are large language models that use deep learning algorithms to process understand natural language laptop large language models are multimodal meaning they can perform multiple tasks light_bulb large language models are powerful because they can perform multiple tasks with a single model chart_increasing large language models can perform multiple tasks with a single model robot introduction to generative ai chart_increasing generative ai pipeline bar_chart data acquisition chart_increasing data collection alternatives counterclockwise_arrows_button data augmentation counterclockwise_arrows_button data augmentation techniques chart_increasing data acquisition pipeline broom data preprocessing bar_chart tokenization globe_showing_americas language detection light_bulb tokenization text representation magnifying_glass_tilted_left steaming dimension reduction input_latin_lowercase lower casing text preprocessing wrench advanced preprocessing techniques chart_increasing feature engineering text vectorization laptop feature engineering chart_increasing modeling thinking_face opensource vs paid models bar_chart model evaluation chart_increasing extrinsic evaluation chart_increasing deployment memo generative ai pipeline books common terms bar_chart data preprocessing for large language models chart_increasing imdb dataset overview file_folder uploading loading data bar_chart data shape columns bar_chart text preprocessing demo memo text preprocessing techniques down_arrow lower case operation memo html tag removal memo notebook template for functionality counterclockwise_arrows_button applying functions to data sets prohibited removing html tags urls light_bulb handling punctuation bar_chart handling chat conversations memo handling incorrect text prohibited handling stop words memo understanding stop words litter_in_bin_sign removing stop words robot handling emojis bar_chart tokenization page_facing_up sentencelevel tokenization memo using tokenization in code memo text preprocessing techniques bar_chart importance of text preprocessing chart_increasing data representation bar_chart feature extraction bar_chart why feature extraction is necessary bar_chart challenges of feature extraction bar_chart tabular data in machine learning camera_with_flash image data in computer vision musical_note audio data representation page_facing_up text data representation bar_chart converting text to numerical representation memo onehot encoding technique bar_chart onehot encoding example chart_increasing creating a neural network with onehot encoding bar_chart onehot encoding drawbacks chart_increasing bag of words technique bar_chart bag of words limitations bar_chart techniques for text representation robot transformerbased encoding technique laptop practical demonstration of bag of words chart_increasing countvectorizer bag of words bar_chart ngrams bag of words bar_chart understanding ngrams for sentiment analysis chart_increasing tfidf for text representation robot wordvec for deep learning bar_chart wordvec feature extraction bar_chart generating vectors for entities chart_increasing visualizing entity relationships light_bulb understanding semantic information bar_chart experimenting with wordvec bar_chart practical application of wordvec laptop importing libraries loading data bar_chart data preprocessing tokenization robot similarity analysis character matching chart_increasing visualizing similarity relationships light_bulb understanding semantic relationships robot attention mechanism in transformer architecture books preparing data for large language models bar_chart text classification project bar_chart introduction to text classification chart_increasing data import preprocessing litter_in_bin_sign data cleaning bar_chart data preparation chart_increasing feature extraction bar_chart text classification with machine learning chart_increasing feature selection bar_chart ngrams bar_chart tfidf books text classification with machine learning robot large language models laptop large language model architecture robot how chat gpt was trained works chart_increasing transfer learning bar_chart transformer architecture laptop large language models books examples of large language models books large language models their characteristics robot transformer architecture memo encoderbased architectures laptop decoderbased architectures bar_chart models using both encoder decoder layers globe_with_meridians openai models handshake opensource large language models memo applications of large language models light_bulb prompt engineering designing memo types of prompts in large language models light_bulb importance of prompt engineering bar_chart transformer architecture chart_increasing understanding the transformer architecture bar_chart components of the encoder layer memo text preprocessing representation robot how the input is encoded passed through the selfattention layer memo understanding the encoding process using a simple example bar_chart understanding selfattention at a high level magnifying_glass_tilted_left understanding how selfattention works bar_chart understanding the weight initialization update process memo understanding the generation of queries keys values bar_chart understanding the calculation of the score bar_chart understanding the softmax operation memo understanding the multiplication of the softmax output with the values robot selfattention layer operation bar_chart single head attention limitation magnifying_glass_tilted_left multihead attention chart_increasing multihead attention in transformer architecture bar_chart positional encoding three_oclock positional encoding in sequential data chart_increasing residual blocks in transformer architecture counterclockwise_arrows_button normalization in transformer architecture bar_chart entire transformer architecture laptop decoder side of transformer architecture memo highlevel understanding of transformer architecture robot transformer architecture laptop large language models bar_chart chatgpt chart_increasing training chatgpt bar_chart generative pretraining chart_increasing supervised finetuning robot training the sft char gpt model speech_balloon understanding the chat gpt model bar_chart introduction to hugging face chart_increasing exploring the hugging face platform robot hugging face platform for generative ai books key concepts in hugging face laptop hugging face services features bar_chart opensource large language models books learning hugging face generative ai bar_chart hugging face datasets libraries chart_increasing hugging face spaces documentation bar_chart introduction to hugging face robot using hugging face with python laptop setting up google colab chart_increasing exploring hugging face models bar_chart using the pipeline functionality light_bulb performing sentiment analysis,1
thank you ashish this is a clear and concise explanation of all the necessary topics,2
ඔහොම හුරතල් කරොත් ඉතින් ළමෙක් හදන්න වෙන්නේ නෑ අන්තිමට කොහොමත් මානසික ලෙඩෙක් වෙනවා ළමයි බබ්බු වගේ හදන්න ගිහාම,2
kohomada sambandacwenne,1
loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face,0
මේවා බැලුවම හිතෙනවා මිනිස්සු කොහොමද විශ්වාස කරන්නේ කියලා බැදලා වෙන් වෙන්නේ,0
sound eka echo enawa hoda mic ekak use karanna barida,0
ඒක red_heart red_heart red_heart,2
an advert like a movie scene need to preserve the mindset of the script writer,2
බලන අය කෝ sneezing_face,1
ඒකත් පට්ටමොනා හරි වෙද්දි ආදරෙ කරන මිනිස්සු මතක් වෙන එක වගේම අවසානෙදි මොනා උනත් සතුටින් ට්රිප් එක enjoy කරන එක පට්ට එ වගේම දීපු ආදර්ශෙත්මරු,2
තව මැර විඩියෝ ඕන,1
kota on fire cat_with_wry_smile cat_with_wry_smile,2
supiri red_heart red_heart red_heart red_heart inside cinemax,2
math red_heart red_heart,2
red_heart red_heart red_heart red_heart,2
notifi dkkm dnen sthutaa red_heart red_heart,2
teacher hari munge daruwantath ekka henama gahapiya,0
how many project in this particular video,1
maru akaththnq malli thumbs_up,2
බොහොම ස්තුති සර් සරලව කියලා දුන්නා බලාපොරොත්තුවෙන් හිටපු video එකක් sparkles sparkles,2
පෝයට කලින් දවසෙ දැන්මනම් තවත් වටිනව red_heart,2
man wagema kenek danuth kana gaman balanne face_with_tears_of_joy,2
yellow_heart,2
ආසන්න වශයෙන් නෙමෙයි දෙන්නෙක්ට කන්න පුලුවන් face_with_tears_of_joy,2
එ් කාලේට අායිත් යාන්න තියේනවානාන් pensive_face pensive_face,0
keep updating im seeing your progress eye,2
attention is all you need beaming_face_with_smiling_eyes,2
උසස් පොලිස් නිළධාරියා මේ කාන්තාවගෙන් කට උත්තරයක් හෝ ප්රකාශයක් ගැනීමට මගට එන්න කියපු සිද්ධිය ගැන ආයතන මට්ටමේ විනය පරීක්ෂණයක් තැබිය යුතුයි පොලිස් ස්ථානයේදී හෝ ගෙදරදී විය යුතු දෙයක් ඒක සාමාන්යයෙන් පොලීසියක් අතරමගදී කාගෙන්වත් ප්රකාශ ගන්නා බවක් මීට පෙර අසා නැත ඉස්පිරිතාලවලින් නම් අර වගේ දේවල් සම්බන්ධයෙන් ඕනෑ තරම් අසන්නට තිබේ,0
පවුලම බඩු ටිකක් අක්කත් face_with_tears_of_joy,0
eleven dennakoo red_heart,1
ow ekane meya eyath ekk pawl kawa wage thawa dura ynn thibbalu dan lagadi hmbun tik tok kr kr inna kena hari supportive kellek wage kiynne face_with_tears_of_joy,0
thank you ruuoayava godak miss kara crying_face red_heart den hemadama nethan week ekata times vath film gennako pls red_heart,2
is this for total beginners,1
notifi dekka gaman balanna tharam addict wela hearnoevil_monkey cmps enna thiyna asawa thawa wedi krnw oyl red_heart,2
ඔන්න බලන්න ආව ඒකත් සුපිරියක් වෙයි smiling_face_with_smiling_eyes party_popper,2
ආයෙම බලනවා යකෝ හෙනම ආතල් පිස්සු ඕයි face_with_tears_of_joy red_heart,2
red_heart face_with_tears_of_joy,2
packaging eka supiri eth kottuwa chater salli aparade angry_face,0
මයිලපිටියගෙ චරිතයත් මරු face_with_tears_of_joy,2
thumbs_down,0
ලංකාවේ ජාතික භාෂාව බහුතරයක් රියදුරන්ගේ සුපිරි වැඩක්නියමයි සිරිල්,2
මොනවද මේ කොටස් කියලා දන්නැතුව හිටියේපැහැදිලියිවැදගත් backhand_index_pointing_left,2
මන් දැන් al කරන්නේ smiling_face_with_tear එහෙම වෙලත් දවසකට කෑමට විතරක් වියදම රු ක් විතර යනවාදවස් හතට රු ක් විතර කෑමට විතරක්ම යනවා smiling_face_with_tear broken_heart,0
කතාවේ सरාשය mokakda balanna kalin poddak denaganna puluwanda,1
nodakin mewage ratak,0
thumbs_up thumbs_up red_heart red_heart,2
smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes red_heart,2
ඒක නෙවෙයි බෙන්ටෙනුත් දීපල්ලා,0
මේක බලලා ඉවරවෙනකොට මට මං ගැනම ලැජ්ජ හිතුනා,0
ගොඩාක් වටින වීඩියෝ මාලාවක් ගොඩාක් ස්තුතියි සර්,2
face_with_tears_of_joy crying_face face_with_open_mouth spruk,1
maath red_heart party_popper,2
me video eka balala hithata amaru una,0
party_popper party_popper party_popper party_popper crying_face red_heart red_heart red_heart,2
මේ ඕනම ලෙවල් එකක සෙට් වෙලා බොන්න පුළුවන් එකෙක් තමයි උදානයා කියන්නේ cheers,2
අහම්බෙන් සෙට්උනේ අතීතේ හිරවෙලා පැයක් විතර ගිහින් දන්නෙවත් නෑ red_heart සුපිරිම ටිකක් party_popper,2
red_heart red_heart red_heart,2
ambo eka red_heart,2
this is really great video for beginners to understand how everything work at one place and i love the way you connected things one after another,2
ek nm atta relieved_face,2
like සඳහා නේද සියලු රෝගින් සුවපත් වේවා කියන්නේ disappointed_face,0
nirmal i xxx,1
ඕනම ලෙවල් එකකට දැන් සෙට් වෙලා තියෙන්නෙ අන්තිම විකල්පෙ තමා face_with_tears_of_joy face_with_tears_of_joy,2
දේශපාලන ප්රහසනය ලාවට දුන්න හැටි මරු ජය වස්ති thumbs_up,2
dan trending balana ekath epa wela thiyenne me wage jara nisa,0
සුනකයොන්ට ජාතක වෙන්න හිටපු රාජ්යා සේවකයො ඉතා වැඩී red_heart,0
ඇන්කර් නම් වසම තමයි red_heart red_heart,2
den mata kiyapalla oya figaro koheda thiyenne kiyala,1
red_heart party_popper red_heart party_popper red_heart party_popper,2
මොලේට සමනළ ගැටෙි වැටුනාසුපිරියක් තමා,2
mmath bm me veni prt vge,2
මාත් growing_heart,2
ඩොමිනෝස් එකේ චීස් ලාවා පිසා එක ට්රයි කරන්න,1
dan meyalath anith channels wage clickbait walin thamai jeewath wenne,0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
awadana ponnayo,0
ekane දැන් දරුවෝ ලැබෙන්නත් ලඟයි මේකේ තියෙන්නේ one year ago කියලා face_with_rolling_eyes,1
me wage gon prashna ahanne nathuwa hoda deyak ahanna barida,0
folded_hands thumbs_up,2
well i rarely subscribe to anyone but im subscribing to you for this video it cleared up a lot of confusion i had in my mind thanks man,2
red_heart,2
හැම වීඩියෝ එකකම දහම් අයියා ඉන්නවද කියලා බලන මම face_with_tears_of_joy crying_face,2
එහෙම නෑ ඒත් අවම න් වත් පටන් ගන්න ඕනේ,1
ammata siri me wage dewaluth lankawe wenawada patta informative,2
ai can never replace or come closer to you guys supper,2
best thing ive watched in a long time thank you,2
one of the best videos out there about system design the way you transitioned to next topic is to be studied its like a story and connecting the dots,2
චමිදු අයියේ මේ සෙට් එක ආතල් විමේශ්ලා ඔක්කොම එක්ක සෙට් වෙලා දිගටම දාන්න මේක ආතල් face_with_tears_of_joy red_heart,2
එල වස්තී ලග ලග දාපන් බන්,1
red_heart red_heart red_heart red_heart,2
චුටි මැනිකෙ red_heart red_heart red_heart තිවනක,2
me wage dewal social media wala share karanna epa,0
face_with_tears_of_joy face_with_tears_of_joy niyamai,2
niyamayi chams ayya face_savoring_food face_savoring_food face_savoring_food,2
මන් sub ඉදන් ඉන්නෝ ඒ කලේ මන් හිතුවේ මේවා ලංකාවට හරියන එකක් නැ කියලා එත් චමා නිසා මේක ප්රසිද්ද උනා face_savoring_food,2
oya salakanne vvip latane samanya minissu comment kalata reply ekak wath na,0
youre getting this for free im not a native speaker but i understand everything maybe its problem in you too spoiled for this world and you definitely need to level up your english if you dont understand him,0
සුපිරි බ්රෝ beaming_face_with_smiling_eyes,2
ඔයිට වඩා තදින් ඉදලා හරි ඔබ තුමා මේ ලමයි ව හරි පාරට ගත්තේ නැත්නම් දෙමවුපියන්ගේ සල්ලි කැපවීමයි අපරාදේ,2
face_with_tears_of_joy,2
dont stop broooo,2
applied science red_heart smiling_face_with_open_hands,2
thank you red_heart red_heart red_heart,2
green_heart rose rose rose smiling_face_with_open_hands smiling_face_with_open_hands smiling_face_with_open_hands ගොඩාක් ලස්සනයි නියමයි green_heart rose,2
නෝරාගේ විකාර එපා බලන්න අප්පිරියය්,0
aththemai red_heart pleading_face,2
face_with_tears_of_joy face_with_tears_of_joy,2
hi first comment smiling_face_with_smiling_eyes,1
නමේ අර්ථ යටම ගැලපෙන චරිතයක් සර් බුදුසරණයි,2
ammo chamage diet plan eka face_with_tears_of_joy red_heart,2
කියන්න වචන නෑ අයියෙ excellent red_heart,2
nice as always,2
මයිලා වක්කඩ ඇරියා වගේ ඔක්කොම කියනවා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
hina yanne na lajjai me mona مسخرයක්ද,0
thank you so much im glad you found the course helpful i hope this course will help many people with their generative ai journey happy learning smiling_face_with_hearteyes smiling_face_with_hearteyes,2
black_heart high_voltage,2
මේ පරන හුට්ටී වගේ නෙමෙ බන් අලුට් එකීගේ අමුතු එකක් තියෙන්නේ,0
topi waga aun tama maranakadi watura tikakwat dannati hutto,0
suuperrr starstruck,2
උබ නිසා තමයි මම රියැක්ෂන් විඩීයෝ බලන්න ගත්තේ ඒත් දැන්නම් වැහි වැහැලා ඔය වගේ විඩීයෝ කරන උන් හැමතැනම ඒත් උබෙ කොලිටිය එ එකෙක්ටවත් ගන්න බැ red_heart red_heart,2
how smoothly you switched from one concept to other mind blowing,2
mama face_with_tears_of_joy,1
මුතුගල sir කියන්නෙ අපේ රටට සමිපතක් නිදුක් නිරෝගි දීර්ඝායුෂ ලැබෙිවා ඔබතුමාට,2
යකා මචන් කාල උණුවතුර එකක් බීපම් මචන් ආදරෙයි බොක්කහ් ඒකයි කියන්නෙ අදත් කෑම එක කොහෙන් ගියාද නැ උඹේ විඩියෝ එක බලන් කෑවෙ face_with_tears_of_joy grinning_face_with_sweat,2
love story ooni thawa,1
වටිනාකම කියලා නිමකරන්න බැරි chanel එකක් red_heart red_heart,2
math upsidedown_face,1
red_heart red_heart red_heart nd,2
thank you so much bakhtiar for this wonderful course i have completed this course within days i learned a lot from your course on gen ai,2
daham aiya maru red_heart grinning_face_with_sweat,2
me location eka koheda yanaganna asai,1
lassana kollo tikk innawa habai maru athal face_with_tears_of_joy face_with_tears_of_joy heart_suit heart_suit heart_suit,2
පොලිස්සියෙ සමහර අය හිතං ඉන්නේ එයාලට පොලිස් ඇඳුම ඇන්දම ඕනේ දෙයක් කරන්න පුළුවන් කියලා thumbs_down thumbs_down shame on like that officers thumbs_down,0
editing walin witharak goda yanna ba content na,0
mona huttakda me kala lassna sindu tika,0
godak durata akunak wadila giniganna gahakin gindara gaththa wenna puluwan,1
මිනීමරුවා සමහරවිට ලමය වෙන්න ඇති අදත් සුපිරියක් තමා red_heart flexed_biceps,2
cheese koththuwa yk dila chiken add kragnna puluwan,1
smiling_face_with_hearts revolving_hearts flexed_biceps flexed_biceps,2
ඕයි ඕයි මෙව්වනෙ බං ඩයට් face_with_tears_of_joy thumbs_up growing_heart,2
අපිනේ දන්නේ උබේ මන්තර face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
math smiling_face_with_smiling_eyes,2
chama aiyage diet plan eka follow karala mage badath adu una face_with_tears_of_joy,2
me video eka balala hithapu de nemei hambune,0
බොහොම ස්තූතියි සර් මෙහෙම video series එකක් කරනවට red_heart smiling_face_with_smiling_eyes,2
රට දියුණු වෙන්න මේ වැනි දැනුම රටක ජනතාවට ලැබෙන්න ඕන ඔබ තුමා තනියම දරණ ප්රයත්නයට හිස නමා ආචාරය රුචිර සර් red_heart,2
bro the problem is in you then if you are not able to catch his words fix yourself or else watch in x speed he didnt tell that his videos have to reach over the world,0
new fav channel,2
wow thumbs_up,2
ගිලෙද්දි අම්මාව මතක්වුන එකයි කරපු කියපුවා මතක් වෙන සීන් එකයි මරු හදවතටම දැනුණා ඒක red_heart folded_hands,2
oyage linkedin name eka mokadda aiyee,1
mokkda bro oyage degree eka,1
මේක බලලා ඉවරවෙනකොට මට හුස්ම හිරවෙනවා වගේ,0
හැමදාම මන් අනිවාර්යයෙන් බලනවා face_holding_back_tears red_heart,2
හැමදාම වගේ බලන්න ආපු ගමන් ලයික් එකයි කොමෙන්ට් එකයි දැම්මා red_heart red_heart red_heart red_heart red_heart,2
minisune meewa wenuwen ekathu weyalla,2
වෙනි කොටස ඔනා red_heart red_heart,1
අදත් සුපිරියක් red_heart,2
me wage jara sindu promote karanna epa,0
supiri ayiyegigatama vedios gennagood luck orange_heart,2
මරැ මරැ සැටි එක හොදට කරනවා red_heart,2
මේක බලලා ඉවරවෙනකොට කිසිම දෙයක් මතක හිටින්නේ නෑ,0
බයිට් එකට ජීවන සුවඳ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,2
face_with_tears_of_joy the kota,2
you explained my year se experience in mins great video,2
අපිත් කැමතී thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up,2
red_heart red_heart red_heart red_heart red_heart thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart sparkling_heart green_heart green_heart green_heart green_heart green_heart,2
short and sweat heart_exclamation,2
any one in red_heart face_with_tears_of_joy face_with_tears_of_joy,1
අනිවාර්යයෙන්ම සාප වේවා ඕකුන් කන කෑමක් පවා විස වෙලා මියදේවා,0
mind game,1
ඔව් ඇත්ත,2
ane ban me oya boru talk you tube wala dagena walalenna epa innawa reddaboru poiya witharai,0
samanniya minissu kata athi eka chama ekavara kava gammak aiya face_with_tears_of_joy,2
නියමයි red_heart ජයවේවා folded_hands saluting_face,2
මේකේ තියෙන සමහර දේවල් අපේ සමාජයට ගැලපෙන්නේ නෑ,0
just completed this full course in days my god so much time haha thanks,2
open to work dana eken opportunities wedi wenawada,1
smiling_face_with_hearteyes siril ayya,2
oya adum ada ganna widihata lankawe culture eka winasa wenawa,0
ado thanks bung red_heart face_with_tears_of_joy,2
මමම red_heart red_heart,2
homagama diyons food try krmu,1
අනෙ මාමට කිසිම ආත්මෙික කන්න අඩුවෙන්න එපා බුදු සරනයි red_heart smiling_face_with_hearts,2
hes from bangladesh,1
ඔයත් විශිෂ්ටයි සබ්ස්ක්රයිබ් කරන් යන්කො black_heart,1
අදත් සුපිරියක් තමා,2
